area;u_18;18_24;25_34;35_44;45_54;55_64;65_74;o_75;pop;White;Black;Native;Asian;Hawaiian;Other;2_or_more;Hispanic;Non_Hispanic;;;
33220;23,7;9,2;10,7;12,7;16,2;12,5;7,7;7,1;83.629;94,54;1,21;0,44;1,86;0,06;0,39;1,51;2,04;97,96;;;
33300;20,1;16,8;12,3;11,5;14,3;12,4;7,5;5,2;55.149;49,72;47,05;0,24;1,14;0,04;0,70;1,11;1,92;98,08;;;
33380;23,6;8,5;11,7;11,9;14,7;12,9;9,1;7,6;41.207;64,23;33,55;0,36;0,29;0,02;0,38;1,17;1,63;98,37;;;
33420;25,0;7,9;10,9;11,6;15,0;13,2;9,6;6,7;28.111;87,14;2,21;0,72;0,48;0,05;7,60;1,80;17,73;82,27;;;
33500;23,3;12,9;14,8;11,2;13,2;10,8;6,7;7,2;69.540;91,19;2,23;2,40;0,87;0,12;0,65;2,54;2,84;97,16;;;
33580;24,8;10,3;12,2;10,7;13,8;11,6;7,5;9,0;22.835;95,06;0,36;2,19;0,46;0,06;0,46;1,41;1,35;98,65;;;
33620;23,1;9,4;13,7;13,2;14,7;11,7;7,4;6,8;25.414;91,02;5,86;0,29;0,42;0,01;0,29;2,11;1,63;98,37;;;
33820;24,3;6,5;11,2;13,3;16,5;13,3;7,5;7,4;36.842;96,61;0,38;0,18;0,54;0,03;1,33;0,94;2,80;97,20;;;
33940;24,7;6,5;10,8;11,6;14,6;14,0;9,8;8,0;41.276;86,74;0,39;1,08;0,62;0,06;8,68;2,42;19,69;80,31;;;
33980;18,9;7,2;10,8;12,0;16,0;16,1;11,1;7,9;66.469;89,28;6,08;0,48;0,87;0,10;1,22;1,97;3,37;96,63;;;
34020;25,4;9,4;12,4;12,4;15,8;11,7;7,5;5,4;54.650;59,30;32,51;1,82;1,73;0,05;2,62;1,97;5,34;94,66;;;
34140;18,7;25,4;14,0;9,7;11,3;10,5;5,8;4,6;37.244;92,79;0,79;0,64;2,10;0,14;1,01;2,55;3,56;96,44;;;
34180;30,5;10,0;13,1;12,0;12,1;10,4;6,6;5,3;89.120;72,83;1,11;1,22;0,91;0,08;20,37;3,48;38,33;61,67;;;
34220;27,7;9,6;13,0;13,2;12,8;10,9;7,3;5,6;45.498;64,71;22,44;0,48;0,65;0,04;10,26;1,42;17,06;82,94;;;
34260;18,1;5,9;8,7;9,8;13,6;15,8;15,4;12,7;41.513;96,91;0,16;0,56;0,41;0,04;0,46;1,45;1,66;98,34;;;
34300;28,4;12,8;15,7;11,7;12,4;9,0;5,9;4,2;27.038;82,15;2,71;1,00;2,84;0,39;6,77;4,14;15,23;84,77;;;
34340;23,4;7,5;10,7;13,8;14,8;13,3;9,2;7,5;73.673;88,13;3,73;0,30;0,47;0,02;5,99;1,36;9,71;90,29;;;
34380;18,0;31,9;11,4;9,1;10,8;9,2;5,3;4,4;70.311;89,17;2,38;3,43;1,63;0,03;0,58;2,77;3,12;96,88;;;
34420;30,6;9,8;12,8;13,0;12,2;10,1;6,4;5,1;32.334;67,57;9,56;1,09;0,73;0,05;18,66;2,33;39,58;60,42;;;
34460;24,4;8,0;12,4;13,9;14,6;13,0;8,0;5,7;44.396;95,27;2,25;0,19;0,24;0,03;0,88;1,14;1,96;98,04;;;
34500;22,3;8,2;12,2;12,5;14,6;13,4;8,9;7,9;47.284;90,14;6,94;0,22;0,56;0,02;0,68;1,44;1,91;98,09;;;
34540;24,1;11,8;10,6;11,8;14,5;12,5;8,0;6,8;60.921;96,74;0,81;0,20;0,57;0,03;0,43;1,22;1,21;98,79;;;
34660;18,0;20,9;11,9;10,3;12,1;11,5;8,6;6,5;37.191;91,98;3,74;0,23;1,77;0,03;0,75;1,50;2,39;97,61;;;
34700;26,1;7,8;12,0;12,6;15,1;12,5;7,3;6,6;54.132;89,29;1,23;0,31;0,83;0,04;6,48;1,82;15,89;84,11;;;
34780;24,7;9,3;13,0;11,9;14,1;12,4;7,9;6,8;70.990;59,82;11,31;17,47;0,56;0,03;2,58;8,23;5,20;94,80;;;
34860;23,3;20,1;12,3;10,3;11,7;10,4;6,4;5,4;64.524;68,58;18,18;0,57;1,24;0,04;9,40;2,00;17,60;82,40;;;
35020;23,4;8,4;12,7;11,7;15,2;13,2;8,1;7,2;53.119;48,48;48,57;0,32;0,33;0,02;1,11;1,18;4,44;95,56;;;
35060;24,3;15,4;12,2;10,7;12,2;11,8;7,4;6,1;39.566;54,32;41,35;0,95;0,34;0,03;0,87;2,14;1,86;98,14;;;
35100;22,7;11,2;12,6;11,0;13,6;12,8;9,0;7,1;126.802;70,08;22,96;0,50;1,72;0,12;2,14;2,48;5,59;94,41;;;
35140;22,8;10,0;11,2;12,3;14,3;13,6;9,0;6,9;37.508;62,12;31,00;0,35;0,33;0,09;4,95;1,16;7,17;92,83;;;
35220;22,3;7,8;11,4;13,6;15,5;13,3;8,7;7,4;49.462;95,73;2,16;0,15;0,32;0,01;0,44;1,19;1,40;98,60;;;
35260;21,2;8,2;10,3;12,0;15,4;14,0;8,8;10,0;91.108;93,83;3,84;0,08;0,41;0,01;0,22;1,62;1,02;98,98;;;
35340;27,1;9,5;12,7;12,2;15,0;11,3;6,8;5,4;73.240;62,19;32,00;0,37;2,39;0,03;1,47;1,55;3,14;96,86;;;
35420;23,7;7,6;11,5;12,2;15,1;13,4;8,4;8,0;92.582;96,56;0,78;0,25;0,31;0,19;0,69;1,22;1,91;98,09;;;
35460;21,5;7,5;10,7;13,2;15,6;14,8;10,2;6,6;35.662;95,09;1,88;0,38;0,31;0,07;0,59;1,69;1,76;98,24;;;
35500;22,8;7,0;11,9;12,8;16,0;12,9;8,3;8,2;36.842;96,73;1,28;0,28;0,44;0,02;0,36;0,88;1,46;98,54;;;
35580;22,0;9,1;10,6;10,5;15,9;13,0;8,2;10,7;25.893;97,50;0,24;0,08;0,59;0,01;0,88;0,71;3,32;96,68;;;
35700;30,7;8,5;10,1;12,1;13,6;11,9;7,8;5,3;47.420;73,46;0,38;0,69;0,54;0,03;22,89;2,01;82,82;17,18;;;
35740;25,5;9,2;12,0;11,0;15,5;11,8;7,1;8,0;48.271;90,56;1,03;0,92;0,38;0,03;5,59;1,49;10,11;89,89;;;
35820;25,1;7,7;12,1;11,7;14,3;13,4;7,8;7,8;37.590;94,46;0,70;0,59;0,53;0,02;2,27;1,42;6,96;93,04;;;
35860;26,4;8,2;10,9;14,3;15,2;12,3;7,9;4,8;28.525;96,80;0,76;0,11;0,22;0,00;0,96;1,17;2,00;98,00;;;
35900;22,4;7,2;10,7;13,3;15,6;13,9;9,8;7,2;69.340;90,60;4,08;0,19;0,43;0,03;3,33;1,33;5,44;94,56;;;
35940;26,3;7,8;11,8;13,0;15,1;12,5;7,4;6,2;59.626;94,85;1,03;0,21;0,29;0,02;1,98;1,61;5,59;94,41;;;
36020;20,8;8,8;11,6;10,8;14,0;15,7;10,8;7,6;78.506;86,12;2,19;0,84;4,38;0,50;1,50;4,47;5,47;94,53;;;
36060;20,5;7,8;11,6;12,7;15,0;15,4;8,9;8,1;46.039;93,46;4,61;0,20;0,20;0,01;0,18;1,34;0,87;99,13;;;
36180;18,3;6,7;9,1;11,2;15,5;15,9;13,2;10,1;51.454;82,00;13,65;0,28;1,11;0,02;1,23;1,70;3,15;96,85;;;
36300;21,3;15,0;11,2;11,9;14,4;12,4;7,5;6,4;111.944;93,85;2,16;1,01;0,97;0,03;0,60;1,37;1,92;98,08;;;
36340;21,5;7,3;10,3;11,8;16,3;14,9;9,3;8,7;54.984;97,10;1,04;0,15;0,36;0,02;0,20;1,13;0,87;99,13;;;
36380;24,0;9,1;12,6;12,4;13,5;11,4;9,8;7,2;39.996;77,53;8,01;0,95;0,88;0,07;10,68;1,88;23,90;76,10;;;
36460;23,4;9,6;10,6;11,8;15,4;13,7;8,1;7,3;80.317;92,93;1,27;3,04;0,66;0,02;0,38;1,70;1,67;98,33;;;
36580;18,7;16,2;9,2;10,8;14,8;13,8;8,8;7,8;62.259;94,66;1,71;0,19;1,08;0,03;0,66;1,66;3,09;96,91;;;
36620;26,9;9,0;12,4;12,1;13,1;11,4;8,4;6,8;53.936;82,18;0,78;1,15;1,33;0,09;11,62;2,86;24,53;75,47;;;
36660;27,2;8,9;12,0;11,6;14,6;12,0;7,7;6,1;83.384;55,90;41,31;0,33;0,39;0,01;0,79;1,27;1,58;98,42;;;
36700;23,2;12,4;11,3;11,0;14,0;13,3;8,6;6,3;92.501;34,35;62,20;0,53;0,81;0,02;0,91;1,18;1,91;98,09;;;
36820;24,3;9,7;11,7;11,5;14,4;12,3;7,7;8,4;22.381;95,74;1,13;0,27;1,14;0,02;0,60;1,10;1,61;98,39;;;
36860;23,0;7,9;11,5;12,2;15,6;13,0;8,3;8,5;154.908;93,56;1,57;0,25;0,65;0,01;2,56;1,40;7,80;92,20;;;
36900;22,8;9,6;12,1;11,7;14,5;12,9;8,0;8,5;35.625;92,08;1,35;0,49;0,71;0,13;3,68;1,55;9,08;90,92;;;
36940;26,4;7,1;12,3;13,0;14,9;11,9;7,1;7,3;36.576;93,06;2,77;0,24;0,77;0,02;1,75;1,39;6,24;93,76;;;
37020;24,1;8,5;10,8;13,1;16,1;13,1;7,9;6,4;70.648;96,70;0,46;0,50;0,36;0,04;0,49;1,45;2,40;97,60;;;
37060;18,5;26,9;14,0;10,3;10,7;9,2;5,8;4,7;47.351;71,75;23,66;0,26;2,12;0,05;1,13;1,04;2,27;97,73;;;
37140;22,3;7,3;11,4;12,5;15,3;13,9;9,1;8,1;98.762;88,01;8,49;0,26;0,61;0,02;0,61;2,00;1,91;98,09;;;
37220;20,7;6,2;8,1;10,0;15,2;16,3;15,1;8,3;43.946;85,91;1,99;1,60;1,30;0,48;5,17;3,55;13,58;86,42;;;
37260;22,6;8,2;10,4;10,7;14,8;14,4;10,7;8,2;74.364;77,28;16,18;0,48;0,61;0,07;3,64;1,74;9,02;90,98;;;
37300;19,6;8,0;15,8;16,3;16,1;11,6;7,2;5,4;58.458;66,09;21,06;0,44;0,50;0,04;10,18;1,70;15,89;84,11;;;
37420;24,7;7,6;12,9;12,8;14,3;11,6;8,3;7,8;23.464;81,97;4,68;0,87;0,40;0,00;9,68;2,40;23,18;76,82;;;
37500;25,2;8,7;12,4;13,5;14,1;11,9;8,2;6,2;42.090;96,41;0,55;0,50;0,26;0,02;0,93;1,34;2,14;97,86;;;
37540;21,7;6,9;10,3;12,0;14,8;14,6;11,4;8,3;32.330;89,16;8,04;0,31;0,29;0,02;0,58;1,60;1,71;98,29;;;
37580;24,3;9,1;11,1;12,6;14,0;12,3;9,3;7,3;49.793;79,31;13,46;1,41;0,62;0,02;2,49;2,69;6,47;93,53;;;
37660;24,4;8,9;10,8;11,4;15,1;12,9;8,4;8,2;21.607;88,05;4,67;2,16;0,36;0,02;0,71;4,04;4,05;95,95;;;
37740;21,4;7,0;8,4;9,6;14,0;16,3;13,5;9,7;53.597;76,80;0,43;14,83;0,51;0,09;5,35;2,00;17,89;82,11;;;
37780;22,8;11,3;15,4;14,7;14,2;9,5;6,5;5,5;13.783;77,23;5,01;0,46;0,86;0,04;14,85;1,54;74,24;25,76;;;
37800;25,1;10,2;10,8;11,8;14,6;11,9;7,9;7,7;33.309;96,68;0,68;0,18;1,14;0,02;0,27;1,04;1,59;98,41;;;
37820;26,9;9,1;13,0;12,7;13,4;12,2;7,0;5,7;87.062;78,88;0,80;3,22;0,88;0,13;13,07;3,02;24,81;75,19;;;
37940;22,7;8,3;12,7;14,2;15,2;12,9;7,6;6,3;36.903;91,80;4,53;0,91;0,35;0,02;0,61;1,78;2,46;97,54;;;
38020;17,5;7,6;11,0;10,9;15,5;17,1;11,2;9,2;55.365;87,19;2,06;1,88;1,03;0,14;4,04;3,65;10,69;89,31;;;
38100;24,6;9,3;11,4;12,6;14,3;13,2;8,8;5,8;55.834;84,04;12,31;0,56;0,41;0,06;0,88;1,74;2,93;97,07;;;
38180;23,8;6,9;13,1;12,6;15,9;14,0;7,4;6,4;19.988;86,37;0,47;9,88;0,48;0,01;0,44;2,37;1,64;98,36;;;
38200;24,6;9,0;12,1;12,6;15,5;12,8;7,7;5,7;23.421;66,76;30,49;0,57;0,25;0,05;0,99;0,89;2,13;97,87;;;
38260;22,3;17,4;12,8;10,5;12,3;10,8;6,9;7,0;39.134;91,19;2,01;0,90;1,22;0,20;1,87;2,62;4,50;95,50;;;
38380;28,8;11,2;13,2;12,3;12,8;9,5;6,2;6,0;36.273;70,77;5,31;0,96;0,39;0,06;19,57;2,94;55,88;44,12;;;
38420;21,3;17,0;10,5;10,2;13,8;11,7;7,6;7,9;51.208;96,97;1,15;0,20;0,61;0,01;0,43;0,63;1,27;98,73;;;
38460;19,3;13,5;12,4;13,0;16,3;12,2;7,2;6,2;82.128;92,53;3,91;0,35;1,09;0,02;0,66;1,44;2,50;97,50;;;
38500;26,9;8,0;11,1;12,5;14,6;12,2;7,5;7,2;47.051;93,52;0,47;0,25;0,46;0,01;3,77;1,53;8,44;91,56;;;
38580;22,8;8,0;11,7;12,1;15,5;13,4;9,4;7,1;58.258;96,14;1,69;0,27;0,39;0,02;0,18;1,30;0,68;99,32;;;
38620;25,3;8,5;11,8;10,7;14,0;12,7;8,7;8,3;46.562;80,18;2,07;9,63;0,50;0,03;2,56;5,03;6,43;93,57;;;
38700;22,5;8,3;12,3;12,5;16,2;12,4;7,9;7,9;38.950;91,79;4,92;0,17;0,51;0,00;1,33;1,28;3,93;96,07;;;
38740;23,3;8,3;11,7;12,1;14,6;13,1;9,2;7,8;42.794;90,81;5,27;0,55;0,66;0,04;0,52;2,16;1,56;98,44;;;
38780;26,6;16,5;13,0;10,7;11,5;9,8;6,4;5,5;19.846;76,85;1,83;1,27;0,88;0,03;15,94;3,19;39,87;60,13;;;
38820;18,2;7,3;9,9;9,7;14,0;16,9;12,9;11,2;71.404;86,96;0,83;5,08;1,41;0,13;1,78;3,80;5,08;94,92;;;
39020;22,8;9,8;12,6;12,8;14,1;12,5;8,4;7,1;79.499;94,40;2,68;0,55;0,31;0,01;0,33;1,72;1,12;98,88;;;
39060;20,1;7,3;11,5;13,7;15,6;13,7;8,7;9,4;148.289;94,42;2,68;0,14;0,48;0,02;1,27;1,00;2,75;97,25;;;
39220;26,7;10,5;13,5;10,3;13,0;12,5;7,1;6,5;21.403;92,31;0,43;1,18;0,58;0,11;3,03;2,36;12,42;87,58;;;
39260;21,9;6,1;10,2;11,0;14,7;16,1;12,1;8,0;20.978;92,67;0,17;1,44;0,46;0,05;3,19;2,01;6,97;93,03;;;
39420;15,1;36,4;13,3;8,2;9,4;8,1;5,0;4,5;44.776;84,57;1,67;0,69;7,75;0,23;1,45;3,64;4,56;95,44;;;
39500;23,1;9,3;11,4;11,7;14,6;12,4;8,4;8,9;77.314;93,78;3,43;0,18;0,60;0,02;0,38;1,60;1,21;98,79;;;
39700;26,8;12,3;15,1;12,7;11,7;9,7;6,3;5,4;22.134;85,82;2,14;0,28;0,63;0,03;9,25;1,84;87,18;12,82;;;
39780;25,5;8,4;11,2;11,5;14,6;13,0;9,0;6,9;63.463;81,50;0,64;2,59;1,03;0,12;9,86;4,26;21,91;78,09;;;
39860;23,7;7,0;11,5;11,8;16,2;13,4;8,1;8,4;46.183;94,59;0,96;1,15;0,59;0,04;1,11;1,56;2,91;97,09;;;
39940;27,4;28,9;13,8;7,6;8,1;6,4;4,3;3,5;50.778;92,74;0,45;0,38;0,75;0,13;4,07;1,48;7,70;92,30;;;
39980;23,0;9,3;11,4;12,4;14,7;12,7;8,6;7,9;68.917;90,17;4,96;0,25;0,76;0,07;1,14;2,65;2,62;97,38;;;
40080;21,8;15,2;13,1;13,1;13,6;11,3;6,9;5,0;99.972;92,73;3,63;0,30;0,77;0,03;0,72;1,81;1,92;98,08;;;
40100;33,9;10,8;12,8;13,0;10,7;8,4;6,0;4,4;60.968;96,09;0,11;0,13;0,22;0,00;2,97;0,48;95,68;4,32;;;
40180;25,5;8,8;12,1;11,2;14,3;13,7;8,1;6,4;40.123;74,30;0,25;21,18;0,39;0,02;1,03;2,82;5,64;94,36;;;
40260;22,4;8,2;10,4;11,9;15,6;14,3;9,3;7,8;76.790;39,79;54,70;2,83;0,52;0,03;0,99;1,14;1,90;98,10;;;
40300;24,8;7,7;10,5;13,1;16,3;12,5;8,3;6,8;53.497;93,21;0,90;0,21;0,47;0,03;3,77;1,42;8,86;91,14;;;
40460;24,4;9,1;11,7;13,2;14,1;13,1;8,1;6,2;46.639;60,19;30,59;2,52;0,92;0,06;3,65;2,08;5,88;94,12;;;
40500;19,4;6,3;10,1;12,5;16,2;16,4;10,0;9,1;39.736;97,09;0,50;0,35;0,46;0,01;0,19;1,39;0,85;99,15;;;
40540;27,1;9,9;16,0;12,1;14,8;11,8;4,9;3,4;43.806;88,45;1,00;0,97;0,77;0,10;6,39;2,33;15,27;84,73;;;
40620;21,7;17,2;12,3;10,6;13,6;11,0;7,3;6,3;45.156;91,70;2,23;0,56;2,91;0,07;0,37;2,15;2,04;97,96;;;
40700;20,5;7,5;10,0;10,5;14,5;15,9;11,3;9,6;107.667;92,39;0,29;1,81;0,97;0,11;1,19;3,24;4,70;95,30;;;
40740;28,0;10,1;12,1;11,1;13,1;11,3;7,2;6,9;65.645;70,86;2,02;1,24;0,63;0,08;21,93;3,24;52,01;47,99;;;
40760;19,0;6,0;8,6;9,9;16,0;18,5;13,7;8,2;20.497;85,08;0,47;2,39;0,37;0,05;9,17;2,48;29,81;70,19;;;
40780;23,9;13,0;12,0;12,2;13,6;11,4;7,7;6,0;83.939;88,75;2,49;0,74;1,06;0,04;4,82;2,09;10,00;90,00;;;
40820;21,1;20,5;13,4;10,1;11,6;10,6;6,9;5,8;63.009;58,50;37,74;0,25;1,30;0,06;1,05;1,10;2,22;97,78;;;
40860;19,3;9,8;9,9;12,0;16,9;15,5;9,0;7,6;61.642;97,06;0,54;0,24;0,60;0,02;0,24;1,30;1,10;98,90;;;
40940;28,6;11,3;13,9;12,1;12,4;10,2;6,4;5,2;45.657;73,02;1,69;12,20;0,54;0,12;9,42;3,00;33,64;66,36;;;
41220;27,0;13,0;14,4;13,0;13,7;9,9;6,0;3,0;50.513;74,35;19,40;0,51;1,43;0,15;1,12;3,03;5,13;94,87;;;
41260;20,8;6,0;9,5;13,6;17,1;14,0;9,4;9,6;31.946;98,51;0,28;0,11;0,30;0,02;0,13;0,66;0,57;99,43;;;
41460;25,1;8,9;12,4;12,0;14,7;12,2;7,5;7,2;61.697;88,47;3,02;0,52;1,89;0,04;3,16;2,90;8,95;91,05;;;
41580;23,8;9,0;12,0;13,3;14,9;12,5;7,8;6,6;138.428;76,52;16,18;0,34;1,00;0,04;4,33;1,60;7,69;92,31;;;
41820;25,7;8,4;13,0;13,3;14,1;11,8;7,5;6,2;57.866;66,86;19,99;0,70;0,85;0,03;9,13;2,44;18,28;81,72;;;
42300;20,1;11,0;12,9;13,6;15,2;12,5;8,1;6,5;38.520;72,27;6,51;15,75;0,60;0,06;0,17;4,64;1,25;98,75;;;
42380;22,7;7,2;10,2;12,1;15,9;14,1;9,7;8,1;62.622;97,47;0,50;0,25;0,54;0,01;0,21;1,03;1,12;98,88;;;
42420;24,7;8,7;12,0;10,8;13,9;13,1;8,1;8,8;37.660;87,54;0,54;2,08;0,58;0,05;7,28;1,93;20,74;79,26;;;
42460;22,5;7,8;11,1;13,3;15,0;13,8;10,0;6,5;53.227;90,83;3,35;1,35;0,35;0,09;1,44;2,59;2,52;97,48;;;
42500;24,0;8,5;11,7;14,1;15,4;12,8;8,0;5,4;24.181;97,87;0,24;0,19;0,45;0,06;0,46;0,74;1,46;98,54;;;
42580;20,4;7,3;10,5;11,3;14,4;15,3;12,3;8,5;197.145;78,96;12,74;0,79;0,99;0,08;4,14;2,30;8,60;91,40;;;
42620;23,9;12,8;12,1;12,4;13,7;11,0;7,9;6,2;77.076;91,37;3,99;0,58;0,54;0,05;1,63;1,83;3,74;96,26;;;
42700;18,2;6,6;8,7;9,0;11,9;13,5;16,6;15,6;98.786;80,95;9,38;0,48;1,46;0,05;5,47;2,22;17,37;82,63;;;
42740;25,6;9,4;12,7;11,7;14,5;11,4;7,4;7,3;42.201;89,66;3,00;0,42;0,60;0,07;4,00;2,25;7,22;92,78;;;
42780;22,4;12,5;10,3;12,4;14,3;12,6;8,3;7,2;39.702;96,91;1,08;0,13;0,54;0,02;0,50;0,82;1,65;98,35;;;
42820;26,5;9,2;11,4;11,5;14,9;12,6;8,1;6,0;43.820;29,14;69,43;0,19;0,34;0,03;0,19;0,68;0,71;99,29;;;
42860;21,1;8,4;10,4;12,1;14,3;14,7;11,4;7,6;74.273;87,75;7,56;0,24;0,59;0,01;2,27;1,58;4,51;95,49;;;
42900;21,3;9,4;11,9;12,5;15,6;13,7;8,0;7,5;35.251;92,45;4,56;0,30;0,69;0,01;0,68;1,31;2,70;97,30;;;
42940;22,1;8,3;11,6;13,5;15,2;13,8;9,5;6,0;89.889;93,69;0,79;0,38;0,86;0,02;2,91;1,34;5,33;94,67;;;
42980;24,6;7,7;12,9;13,5;15,0;12,0;7,8;6,5;42.376;94,50;0,67;0,21;0,85;0,06;2,40;1,31;5,69;94,31;;;
43060;25,0;10,2;12,3;12,3;14,1;11,8;8,2;6,1;69.442;76,28;2,90;12,90;0,55;0,06;0,98;6,32;4,14;95,86;;;
43140;23,4;9,1;10,6;13,4;15,0;13,4;8,5;6,4;98.078;75,58;20,73;0,24;0,77;0,02;1,15;1,51;2,81;97,19;;;
43180;26,8;8,5;12,9;13,7;13,7;11,4;7,7;5,3;45.058;81,78;7,91;0,37;0,78;0,10;6,99;2,07;11,28;88,72;;;
43220;20,4;7,6;11,4;11,5;15,1;15,8;10,8;7,5;60.699;86,13;1,09;3,69;1,20;0,37;3,38;4,14;7,98;92,02;;;
43260;22,3;7,9;11,7;11,5;15,5;15,6;8,5;7,1;29.116;95,42;0,37;1,23;0,66;0,08;0,72;1,52;3,48;96,52;;;
43320;29,8;9,5;11,1;11,0;13,4;12,0;8,3;5,0;107.449;49,30;0,87;43,38;0,54;0,07;3,37;2,46;10,77;89,23;;;
43380;27,3;7,6;11,5;13,2;15,3;12,3;6,9;6,0;49.423;94,68;1,89;0,16;0,86;0,10;0,46;1,86;1,34;98,66;;;
43420;23,0;9,2;12,5;11,2;13,4;13,4;10,1;7,2;131.346;78,48;4,16;1,21;1,92;0,32;9,89;4,02;32,39;67,61;;;
43460;25,1;8,3;11,9;12,5;14,6;12,6;8,4;6,6;39.191;85,75;11,40;0,21;0,34;0,03;0,65;1,62;1,80;98,20;;;
43500;21,9;7,7;9,8;9,6;13,4;16,3;11,9;9,5;29.514;84,90;0,86;1,36;0,42;0,07;9,61;2,77;48,29;51,71;;;
43540;17,4;10,0;20,1;16,7;15,3;12,8;6,1;1,7;27.994;89,67;0,82;0,31;0,99;0,07;6,58;1,55;14,25;85,75;;;
43660;25,0;9,7;13,3;12,1;14,1;11,6;7,2;6,8;16.921;78,75;4,72;0,63;0,35;0,02;13,28;2,25;36,34;63,66;;;
43700;22,8;7,6;11,7;13,2;14,9;13,5;9,3;6,9;63.063;96,13;1,15;0,23;0,46;0,03;0,88;1,12;2,09;97,91;;;
43740;19,5;7,4;11,1;13,1;16,0;14,4;9,2;9,4;77.742;95,96;2,40;0,11;0,31;0,02;0,60;0,60;1,08;98,92;;;
43860;21,7;6,2;10,2;11,9;13,5;13,8;11,4;11,2;88.247;80,36;13,42;0,83;0,85;0,07;2,75;1,72;5,96;94,04;;;
43940;19,6;13,3;11,4;9,9;14,6;14,6;8,3;8,3;24.097;94,40;0,38;2,03;0,66;0,02;0,49;2,02;2,54;97,46;;;
43980;23,0;7,1;11,8;11,0;15,2;13,5;8,2;10,2;16.667;96,46;0,41;0,23;0,59;0,01;1,18;1,12;2,86;97,14;;;
44020;19,4;5,5;10,4;10,7;15,2;16,5;11,0;11,3;16.667;98,31;0,17;0,08;0,43;0,03;0,22;0,75;1,07;98,93;;;
44260;18,3;30,8;14,1;8,9;10,4;8,4;5,1;4,1;47.671;59,21;36,57;0,19;2,42;0,03;0,39;1,19;1,43;98,57;;;
44340;20,5;27,9;12,5;10,3;10,9;8,9;5,3;3,8;70.217;67,24;27,64;0,26;1,45;0,09;1,66;1,65;3,47;96,53;;;
44380;25,5;7,8;11,4;15,0;15,7;11,8;7,5;5,4;159.437;80,69;11,95;0,34;1,83;0,03;3,35;1,81;6,80;93,20;;;
44420;21,3;8,0;11,7;12,7;15,6;13,7;9,3;7,7;118.502;89,45;6,79;0,22;0,60;0,02;1,11;1,81;2,85;97,15;;;
44500;22,3;19,4;12,4;10,7;12,3;10,3;6,8;5,9;37.890;85,62;1,19;0,77;0,68;0,03;10,02;1,69;19,21;80,79;;;
44540;20,0;11,2;14,4;12,8;15,1;11,9;7,1;7,5;22.709;89,01;3,96;1,16;0,56;0,07;3,72;1,52;15,64;84,36;;;
44580;23,5;7,8;10,5;12,1;15,2;13,4;8,8;8,7;58.498;92,18;1,34;0,29;0,47;0,02;3,49;2,21;11,03;88,97;;;
44620;20,8;16,4;12,0;11,4;14,5;12,1;6,7;6,0;70.019;94,23;0,55;0,38;2,81;0,02;0,78;1,23;2,65;97,35;;;
44660;18,9;26,5;14,7;9,5;10,9;9,0;5,6;4,8;77.350;81,90;3,64;4,69;3,48;0,05;1,06;5,18;3,87;96,13;;;
44740;25,0;11,7;11,1;10,8;14,6;11,7;6,2;8,8;20.260;80,66;2,67;0,25;5,63;0,49;8,53;1,77;22,74;77,26;;;
44780;25,9;8,1;11,8;12,1;14,7;12,7;8,0;6,8;61.295;90,58;2,61;0,46;0,68;0,00;3,48;2,19;6,58;93,42;;;
44860;25,6;8,4;11,4;12,5;14,2;12,4;8,6;6,9;35.161;81,47;7,06;0,60;0,50;0,07;8,29;2,01;15,27;84,73;;;
44900;22,5;8,5;13,0;13,9;14,9;12,6;8,1;6,5;26.015;83,91;11,14;0,26;0,42;0,10;2,58;1,59;4,01;95,99;;;
44980;20,6;7,7;11,3;12,5;15,4;14,0;9,2;9,4;94.528;95,37;2,03;0,15;0,35;0,01;1,03;1,05;2,38;97,62;;;
45000;18,0;10,7;18,2;15,8;15,6;11,8;5,7;4,3;34.895;73,17;8,12;3,54;1,02;0,47;10,21;3,47;17,53;82,47;;;
45020;25,9;8,7;10,9;11,8;13,2;13,0;8,9;7,6;15.216;83,65;4,70;0,62;0,44;0,00;8,33;2,26;33,54;66,46;;;
45140;24,1;13,9;12,5;11,2;13,1;11,7;7,9;5,5;46.987;52,28;1,27;34,02;0,58;0,03;2,66;9,15;6,28;93,72;;;
45180;23,4;8,6;12,1;13,7;14,9;13,2;8,2;5,9;82.291;65,30;31,66;0,32;0,41;0,01;0,96;1,34;2,03;97,97;;;
45260;25,0;9,6;15,9;12,1;14,2;11,3;6,3;5,5;12.093;37,20;61,04;0,20;0,22;0,00;0,43;0,92;1,55;98,45;;;
45340;20,6;6,9;10,2;12,0;15,6;17,7;10,4;6,7;32.937;68,73;0,43;6,17;0,66;0,03;19,12;4,85;55,81;44,19;;;
45380;22,3;8,1;11,5;12,5;15,4;12,6;8,8;8,8;34.800;96,58;1,42;0,15;0,48;0,02;0,42;0,93;1,35;98,65;;;
45520;23,2;7,9;11,4;11,1;13,9;14,9;9,0;8,7;25.213;86,07;0,42;4,43;0,76;0,58;5,20;2,55;14,85;85,15;;;
45540;9,1;3,7;6,9;8,0;9,2;19,7;28,6;14,8;93.420;86,59;9,66;0,38;0,66;0,04;1,54;1,12;5,98;94,02;;;
45580;23,6;8,7;11,1;12,8;14,9;13,1;9,0;6,7;27.153;68,84;27,95;0,28;0,47;0,03;1,19;1,23;2,17;97,83;;;
